period,pct_4h_type1,pct_4h_all,total_under4h,total_over4h
2024-03-01,0.6089988365400258,0.7434526147561767,1762147.0,608074.0
2024-04-01,0.6042682802391788,0.7448595686643448,1668983.0,571685.0
2024-05-01,0.5968041468818601,0.7396072163463687,1787107.0,629185.0
2024-06-01,0.605129412702094,0.7458851427487887,1711109.0,582956.0
2024-07-01,0.6135578144586478,0.7521709095538947,1748671.0,576161.0
2024-08-01,0.6254240972853986,0.7633348158151344,1649407.0,511384.0
2024-09-01,0.5979998270405912,0.7421716119061501,1643329.0,570888.0
2024-10-01,0.580859209959525,0.7308484174780643,1725194.0,635342.0
2024-11-01,0.5698175834179475,0.7218157423894103,1671002.0,643996.0
2024-12-01,0.5533034184978105,0.7112139557208345,1668461.0,677473.0
2025-01-01,0.5771692373803003,0.7300672187833896,1619384.0,598746.0
2025-02-01,0.5835074284060233,0.7346134302904451,1533925.0,554146.0
2025-03-01,0.6091538761661724,0.7497982473470782,1791316.0,597748.0
2025-04-01,0.602151211316616,0.7478381193520909,1718099.0,579322.0
2025-05-01,0.6121013017034979,0.7540238303686838,1807794.0,589735.0
2025-06-01,0.6171880414094443,0.7555648731640543,1776772.0,574809.0
2025-07-01,0.6309451686464042,0.7640782011120585,1840562.0,568304.0
2025-08-01,0.6202374500494988,0.7587621535137501,1720066.0,546871.0
2025-09-01,0.6108025736539113,0.7505040641115875,1733831.0,576391.0
2025-10-01,0.6012670619258963,0.7414715179248789,1777827.0,619874.0
2025-11-01,0.6031134097744724,0.742029788648939,1740698.0,605162.0
2025-12-01,0.5964024432196069,0.738494595006908,1718488.0,608527.0
2026-01-01,0.5734432799550332,0.7246082992208652,1681284.0,638982.0
2026-02-01,0.5938105015003794,0.7405530236841484,1568084.0,549366.0
